patient_id,total_logins_30_days,avg_session_duration_minutes,reminder_response_rate,medicine_searches,chat_interactions,reminder_snooze_rate
P03163,31,2.8,0.31,1,1,0.32
P03164,61,8.5,0.96,3,12,0.11
P03165,33,13.3,0.57,2,10,0.08
P03166,29,14.0,0.31,6,1,0.06
P03167,51,3.7,0.9,2,2,0.37
P03168,22,13.8,0.94,2,12,0.38
P03169,16,2.8,0.57,10,15,0.07
P03170,8,4.5,0.41,0,11,0.19
P03171,15,6.1,0.57,0,12,0.27
P03172,86,4.6,0.88,5,11,0.31
P03173,61,5.7,0.93,6,6,0.18
P03174,62,7.1,0.88,5,3,0.33
P03175,40,6.9,0.51,2,8,0.26
P03176,69,11.2,0.92,6,12,0.36
P03177,40,11.6,0.93,1,0,0.28
P03178,38,12.8,0.39,0,4,0.35
P03179,30,5.5,0.35,2,14,0.08
P03180,19,14.2,0.44,4,3,0.06
P03181,22,11.0,0.44,3,12,0.07
P03182,21,3.7,0.68,7,1,0.14
P03183,77,4.7,0.94,4,8,0.1
P03184,52,5.9,0.95,8,15,0.23
P03185,24,11.1,0.49,3,15,0.18
P03186,13,14.9,0.44,10,14,0.18
P03187,20,12.5,0.9,0,10,0.37
P03188,7,5.6,0.32,10,7,0.3
P03189,83,5.3,0.95,7,10,0.25
P03190,29,12.5,0.35,1,9,0.35
P03191,15,13.6,0.33,6,2,0.24
P03192,7,14.5,0.44,3,9,0.37
P03193,28,4.2,0.92,3,8,0.29
P03194,73,6.0,0.88,8,13,0.37
P03195,72,13.2,0.85,0,12,0.27
P03196,24,2.7,0.64,7,8,0.23
P03197,35,12.9,0.91,8,2,0.15
P03198,20,14.1,0.45,6,15,0.39
P03199,23,14.1,0.33,1,7,0.06
P03200,26,5.6,0.88,2,0,0.34
P03201,5,8.0,0.45,0,1,0.15
P03202,22,12.7,0.69,0,10,0.08
P03203,29,12.9,0.32,3,10,0.18
P03204,17,13.5,0.64,9,11,0.34
P03205,73,3.6,0.9,8,7,0.14
P03206,56,3.2,0.88,3,0,0.15
P03207,87,8.7,0.95,7,10,0.26
P03208,8,11.6,0.41,7,7,0.19
P03209,20,8.3,0.68,7,13,0.33
P03210,24,9.4,0.34,2,1,0.24
P03211,45,7.6,0.89,3,7,0.33
P03212,22,2.1,0.63,5,2,0.23
P03213,25,12.9,0.45,1,0,0.32
P03214,21,5.9,0.49,0,10,0.35
P03215,28,6.8,0.32,1,10,0.26
P03216,40,2.0,0.69,9,2,0.1
P03217,78,13.9,0.89,5,10,0.39
P03218,10,14.3,0.48,5,1,0.19
P03219,35,14.0,0.4,7,0,0.32
P03220,12,8.9,0.52,8,4,0.18
P03221,6,7.0,0.5,9,6,0.39
P03222,53,4.8,0.86,7,6,0.32
P03223,39,13.7,0.53,1,1,0.36
P03224,26,12.5,0.51,10,1,0.37
P03225,6,13.1,0.69,4,2,0.37
P03226,49,4.0,0.91,6,5,0.28
P03227,26,10.8,0.32,6,1,0.36
P03228,14,2.1,0.48,3,8,0.35
P03229,37,13.7,0.97,0,0,0.08
P03230,38,7.9,0.43,10,5,0.12
P03231,10,7.4,0.42,4,7,0.34
P03232,5,10.1,0.64,2,2,0.17
P03233,19,5.0,0.48,5,6,0.39
P03234,11,13.8,0.43,10,9,0.29
P03235,32,13.0,0.68,6,15,0.29
P03236,25,7.1,0.64,2,8,0.08
P03237,51,13.3,0.89,8,0,0.28
P03238,24,8.0,0.87,7,2,0.29
P03239,39,9.8,0.61,7,3,0.21
P03240,75,4.5,0.87,3,7,0.18
P03241,90,12.3,0.88,4,4,0.25
P03242,38,2.7,0.31,4,8,0.25
P03243,37,11.9,0.66,2,11,0.3
P03244,27,5.3,0.59,0,11,0.11
P03245,52,8.6,0.95,8,8,0.06
P03246,33,12.7,0.62,4,0,0.19
P03247,48,8.1,0.88,1,0,0.07
P03248,27,3.3,0.98,3,4,0.38
P03249,12,14.2,0.43,2,9,0.13
P03250,37,12.0,0.91,5,1,0.22
P03251,80,13.0,0.9,6,11,0.08
P03252,8,12.9,0.48,9,13,0.09
P03253,23,4.8,0.44,1,1,0.18
P03254,58,7.0,0.89,6,15,0.22
P03255,5,3.3,0.3,0,7,0.32
P03256,40,11.0,0.4,4,11,0.09
P03257,66,5.1,0.85,5,0,0.23
P03258,30,8.0,0.36,8,11,0.28
P03259,52,13.5,0.96,4,7,0.31
P03260,27,5.7,0.6,0,6,0.3
P03261,7,14.0,0.57,1,13,0.29
P03262,19,5.8,0.44,4,11,0.35
P03263,39,11.4,0.93,10,1,0.11
P03264,36,11.4,0.35,8,8,0.32
P03265,15,5.8,0.58,9,12,0.16
P03266,18,7.9,0.69,6,10,0.32
P03267,10,6.5,0.63,6,0,0.2
P03268,84,10.0,0.98,8,11,0.07
P03269,22,12.4,0.55,0,12,0.29
P03270,33,7.7,0.43,0,15,0.36
P03271,26,5.8,0.86,5,3,0.16
P03272,28,5.8,0.94,4,11,0.19
P03273,40,2.4,0.68,2,1,0.32
P03274,53,11.3,0.96,4,1,0.07
P03275,18,5.2,0.62,9,7,0.11
P03276,24,2.3,0.86,5,4,0.21
P03277,32,9.2,0.36,2,11,0.31
P03278,36,9.4,0.88,8,8,0.22
P03279,90,3.7,0.94,9,2,0.39
P03280,37,5.2,0.41,5,5,0.11
P03281,34,12.1,0.31,8,2,0.35
P03282,24,2.8,0.89,6,9,0.23
P03283,33,9.1,0.49,8,6,0.26
P03284,24,8.7,0.41,10,2,0.14
P03285,21,5.7,0.37,7,8,0.11
P03286,9,14.7,0.47,9,15,0.24
P03287,66,14.0,0.88,10,3,0.06
P03288,73,4.4,0.87,10,5,0.15
P03289,37,13.3,0.66,8,0,0.3
P03290,35,4.5,0.9,8,5,0.27
P03291,6,3.8,0.31,8,10,0.27
P03292,49,7.7,0.9,7,9,0.09
P03293,34,7.7,0.33,10,13,0.39
P03294,73,12.4,0.93,9,11,0.34
P03295,36,12.7,0.36,7,1,0.07
P03296,24,2.1,0.38,5,11,0.26
P03297,32,14.7,0.95,7,4,0.3
P03298,90,9.9,0.87,5,7,0.06
P03299,31,3.5,0.45,6,6,0.1
P03300,9,6.1,0.47,5,14,0.36
P03301,24,13.3,0.48,8,15,0.37
P03302,39,3.6,0.65,1,5,0.18
P03303,80,12.4,0.87,9,11,0.26
P03304,9,8.9,0.6,6,3,0.37
P03305,24,5.3,0.89,7,5,0.12
P03306,36,10.5,0.37,6,3,0.08
P03307,38,3.2,0.49,7,1,0.29
P03308,37,11.8,0.37,2,14,0.36
P03309,11,11.6,0.44,4,15,0.16
P03310,32,10.2,0.39,9,4,0.18
P03311,28,3.6,0.31,5,3,0.26
P03312,10,6.6,0.5,10,15,0.08
P03313,22,10.6,0.91,1,12,0.16
P03314,15,6.7,0.67,7,13,0.36
P03315,40,12.5,0.41,0,8,0.31
P03316,40,2.1,0.48,1,3,0.27
P03317,6,14.4,0.56,6,5,0.24
P03318,23,2.7,0.47,5,8,0.35
P03319,7,3.1,0.44,1,10,0.06
P03320,29,11.7,0.67,7,13,0.23
P03321,80,4.3,0.9,6,3,0.28
P03322,26,10.2,0.65,0,10,0.39
P03323,58,8.8,0.96,4,10,0.32
P03324,16,6.5,0.37,9,14,0.22
P03325,32,5.4,0.69,2,8,0.3
P03326,14,3.3,0.5,1,12,0.17
P03327,40,8.1,0.96,3,1,0.23
P03328,78,6.6,0.96,5,4,0.24
P03329,30,12.8,0.6,10,7,0.27
P03330,21,5.0,0.92,3,14,0.11
P03331,46,5.5,0.97,2,0,0.16
P03332,39,7.0,0.43,1,0,0.3
P03333,13,7.8,0.63,2,4,0.08
P03334,12,12.8,0.45,5,12,0.17
P03335,9,9.8,0.48,7,1,0.3
P03336,39,7.1,0.67,9,2,0.18
P03337,35,12.2,0.37,1,9,0.38
P03338,32,6.2,0.63,9,14,0.22
P03339,62,11.1,0.88,9,4,0.27
P03340,62,4.0,0.92,0,6,0.24
P03341,88,7.2,0.9,2,14,0.2
P03342,5,14.5,0.46,9,0,0.3
P03343,25,12.6,0.36,1,3,0.35
P03344,14,6.0,0.41,9,1,0.16
P03345,34,13.3,0.39,1,0,0.31
P03346,13,9.2,0.63,6,1,0.35
P03347,32,2.1,0.3,3,8,0.17
P03348,8,3.7,0.68,8,8,0.2
P03349,68,6.4,0.9,2,10,0.39
P03350,13,8.6,0.44,0,0,0.35
P03351,65,13.4,0.88,8,3,0.27
P03352,35,9.0,0.96,9,12,0.38
P03353,14,14.6,0.37,1,15,0.08
P03354,38,13.8,0.65,0,3,0.15
P03355,13,14.7,0.52,10,14,0.37
P03356,48,4.6,0.89,3,7,0.08
P03357,23,2.5,0.68,5,15,0.17
P03358,81,6.9,0.96,2,8,0.37
P03359,41,4.3,0.94,7,2,0.23
P03360,20,4.4,0.39,1,0,0.16
P03361,18,2.4,0.37,10,11,0.24
P03362,6,5.5,0.46,10,14,0.15
P03363,25,3.8,0.52,4,1,0.22
P03364,38,12.1,0.32,5,0,0.06
P03365,38,9.5,0.63,8,9,0.19
P03366,13,2.0,0.4,1,3,0.11
P03367,32,14.3,0.66,4,12,0.15
P03368,22,8.8,0.57,0,9,0.3
P03369,86,13.8,0.86,2,8,0.1
P03370,69,4.2,0.85,6,14,0.11
P03371,80,10.9,0.97,0,12,0.14
P03372,9,4.1,0.44,6,7,0.31
P03373,18,10.0,0.69,10,8,0.34
P03374,39,13.0,0.98,10,10,0.26
P03375,36,6.7,0.56,9,1,0.25
P03376,43,12.4,0.9,0,12,0.06
P03377,7,2.4,0.43,3,6,0.22
P03378,36,8.5,0.32,3,9,0.37
P03379,11,13.8,0.64,8,11,0.29
P03380,21,12.1,0.34,7,15,0.12
P03381,39,2.3,0.67,8,11,0.14
P03382,17,14.3,0.51,4,2,0.15
P03383,16,10.0,0.67,1,1,0.12
P03384,28,6.2,0.92,5,9,0.27
P03385,22,4.2,0.9,1,7,0.22
P03386,21,10.7,0.45,1,3,0.29
P03387,25,6.0,0.38,8,3,0.09
P03388,39,9.2,0.95,2,4,0.09
P03389,40,7.1,0.92,2,6,0.2
P03390,28,5.9,0.41,0,9,0.06
P03391,44,8.6,0.91,4,15,0.29
P03392,59,10.4,0.85,0,4,0.3
P03393,11,14.6,0.38,3,0,0.19
P03394,36,4.6,0.45,0,7,0.22
P03395,30,14.4,0.51,10,7,0.21
P03396,55,10.1,0.93,3,0,0.16
P03397,27,6.4,0.59,3,9,0.16
P03398,9,6.2,0.31,2,0,0.37
P03399,54,12.7,0.87,8,9,0.26
P03400,39,14.2,0.69,7,13,0.07
P03401,30,5.7,0.48,8,6,0.33
P03402,21,4.2,0.48,7,5,0.39
P03403,38,2.1,0.98,10,15,0.39
P03404,6,8.2,0.48,5,10,0.2
P03405,30,14.2,0.98,1,0,0.36
P03406,38,7.0,0.33,1,15,0.21
P03407,27,11.7,0.41,5,3,0.2
P03408,23,9.1,0.39,10,4,0.3
P03409,38,8.8,0.59,4,14,0.38
P03410,36,10.7,0.67,10,8,0.34
P03411,19,4.5,0.3,4,6,0.32
P03412,84,8.3,0.92,6,9,0.35
P03413,40,3.6,0.5,1,7,0.16
P03414,40,4.9,0.46,1,13,0.14
P03415,21,14.4,0.31,0,0,0.23
P03416,20,12.5,0.43,5,5,0.13
P03417,34,2.4,0.41,3,4,0.24
P03418,19,13.6,0.38,7,0,0.21
P03419,47,13.6,0.89,0,0,0.29
P03420,5,11.5,0.69,10,14,0.36
P03421,26,11.7,0.5,3,14,0.39
P03422,32,10.0,0.5,3,8,0.21
P03423,22,5.2,0.85,6,13,0.33
P03424,10,2.2,0.47,8,11,0.13
P03425,8,12.3,0.38,3,3,0.36
P03426,8,3.0,0.63,3,1,0.12
P03427,61,6.7,0.89,7,12,0.36
P03428,22,14.0,0.96,0,2,0.08
P03429,23,14.8,0.92,6,6,0.15
P03430,25,11.6,0.88,2,14,0.22
P03431,76,12.1,0.96,4,12,0.26
P03432,36,6.7,0.37,10,5,0.06
P03433,47,2.4,0.94,8,7,0.15
P03434,29,8.1,0.49,3,11,0.06
P03435,35,8.7,0.3,5,6,0.05
P03436,5,6.5,0.53,10,13,0.17
P03437,17,8.4,0.46,1,12,0.11
P03438,61,11.6,0.96,6,15,0.4
P03439,18,11.2,0.34,5,11,0.14
P03440,12,8.5,0.54,2,0,0.16
P03441,25,14.9,0.65,7,2,0.18
P03442,86,13.5,0.95,10,14,0.3
P03443,12,14.2,0.65,5,7,0.26
P03444,40,9.5,0.65,10,12,0.35
P03445,42,4.2,0.92,7,0,0.2
P03446,13,10.5,0.4,4,14,0.36
P03447,23,3.7,0.67,7,8,0.36
P03448,33,9.0,0.58,0,7,0.11
P03449,58,10.7,0.92,5,3,0.18
P03450,5,6.9,0.33,1,14,0.23
P03451,90,7.7,0.98,5,2,0.1
P03452,88,8.5,0.94,2,15,0.27
P03453,22,8.0,0.55,9,1,0.09
P03454,40,3.1,0.59,9,6,0.3
P03455,7,9.6,0.59,9,10,0.11
P03456,23,3.6,0.42,5,5,0.06
P03457,73,3.3,0.9,8,12,0.3
P03458,16,10.0,0.5,3,5,0.29
P03459,46,2.9,0.96,5,0,0.3
P03460,51,5.7,0.85,1,9,0.16
P03461,21,12.8,0.5,3,11,0.3
P03462,38,2.1,0.34,10,3,0.24
P03463,28,9.9,0.67,4,4,0.27
P03464,51,9.5,0.92,3,6,0.29
P03465,16,7.0,0.39,0,7,0.09
P03466,88,7.2,0.98,10,4,0.18
P03467,27,2.6,0.88,7,0,0.33
P03468,9,10.8,0.48,9,14,0.18
P03469,73,8.4,0.92,4,10,0.14
P03470,12,6.6,0.41,8,14,0.36
P03471,16,2.3,0.51,4,2,0.19
P03472,21,13.7,0.56,5,13,0.07
P03473,13,2.8,0.5,0,4,0.11
P03474,28,12.6,0.5,9,0,0.2
P03475,8,5.8,0.54,7,13,0.26
P03476,30,4.9,0.96,3,8,0.21
P03477,24,7.1,0.86,4,4,0.17
P03478,17,11.2,0.63,4,5,0.13
P03479,21,13.4,0.5,10,14,0.39
P03480,18,14.2,0.68,0,2,0.36
P03481,71,2.0,0.9,5,14,0.08
P03482,49,2.3,0.89,9,12,0.09
P03483,79,3.5,0.85,1,5,0.37
P03484,84,2.1,0.94,2,12,0.22
P03485,24,6.6,0.95,6,7,0.17
P03486,25,5.8,0.59,2,4,0.18
P03487,12,3.3,0.6,4,8,0.29
P03488,32,5.0,0.57,0,14,0.07
P03489,50,6.2,0.97,10,13,0.25
P03490,66,13.9,0.92,6,5,0.19
P03491,23,10.2,0.87,9,1,0.25
P03492,18,4.4,0.64,7,15,0.08
P03493,8,6.0,0.61,1,7,0.35
P03494,53,2.5,0.91,3,14,0.29
P03495,25,9.8,0.89,1,9,0.36
P03496,5,12.2,0.31,9,9,0.33
P03497,57,9.2,0.93,9,15,0.12
P03498,22,2.9,0.45,7,7,0.34
P03499,83,3.3,0.9,9,15,0.4
P03500,52,4.1,0.94,2,8,0.05
P03501,22,2.8,0.47,10,4,0.15
P03502,89,13.3,0.88,7,0,0.22
P03503,36,12.7,0.37,10,7,0.17
P03504,24,7.6,0.96,8,0,0.22
P03505,64,4.2,0.97,10,6,0.38
P03506,14,13.0,0.55,4,2,0.11
P03507,25,10.1,0.39,4,7,0.05
P03508,31,13.6,0.96,0,13,0.25
P03509,24,9.9,0.89,10,14,0.27
P03510,38,12.1,0.5,4,7,0.26
P03511,6,10.0,0.43,3,15,0.12
P03512,37,4.7,0.98,0,10,0.11
P03513,26,5.2,0.68,4,4,0.38
P03514,5,6.1,0.48,8,5,0.28
P03515,16,10.2,0.4,9,15,0.27
P03516,27,4.8,0.9,1,5,0.13
P03517,9,6.4,0.48,2,2,0.24
P03518,25,10.3,0.43,0,9,0.4
P03519,13,13.4,0.42,4,9,0.07
P03520,26,4.6,0.38,8,5,0.37
P03521,86,9.8,0.9,5,15,0.22
P03522,26,11.4,0.53,9,5,0.12
P03523,8,12.3,0.68,5,9,0.15
P03524,31,10.7,0.54,7,6,0.33
P03525,10,4.0,0.66,3,6,0.2
P03526,38,4.8,0.67,6,8,0.3
P03527,65,10.7,0.91,1,10,0.25
P03528,11,8.6,0.7,10,9,0.1
P03529,20,9.3,0.5,9,13,0.06
P03530,18,12.7,0.7,10,14,0.18
P03531,38,4.3,0.36,10,7,0.11
P03532,29,6.4,0.59,8,10,0.24
P03533,22,14.3,0.67,0,14,0.22
P03534,55,3.2,0.88,3,8,0.32
P03535,21,13.2,0.59,9,6,0.13
P03536,25,13.9,0.59,1,8,0.11
P03537,40,6.3,0.91,0,12,0.14
P03538,59,11.0,0.91,8,11,0.14
P03539,29,14.2,0.45,8,5,0.14
P03540,42,2.1,0.95,4,0,0.06
P03541,19,10.4,0.53,5,12,0.26
P03542,24,4.3,0.63,2,11,0.25
P03543,87,8.6,0.87,7,4,0.27
P03544,37,5.1,0.62,7,8,0.38
P03545,26,5.7,0.49,3,15,0.15
P03546,40,7.4,0.57,0,2,0.1
P03547,39,15.0,0.93,10,12,0.11
P03548,13,8.8,0.35,10,13,0.22
P03549,40,12.3,0.67,9,0,0.14
P03550,46,4.8,0.86,8,5,0.11
P03551,23,2.1,0.85,10,12,0.13
P03552,87,11.5,0.87,4,8,0.29
P03553,40,6.4,0.47,4,9,0.23
P03554,35,11.4,0.44,7,0,0.08
P03555,25,4.3,0.63,10,15,0.09
P03556,49,12.6,0.98,7,10,0.21
P03557,17,11.0,0.46,5,7,0.19
P03558,28,5.9,0.44,6,1,0.38
P03559,51,13.5,0.96,9,0,0.11
P03560,45,11.6,0.92,4,0,0.29
P03561,89,6.4,0.97,5,9,0.25
P03562,56,14.2,0.98,6,1,0.15
P03563,38,5.6,0.97,9,3,0.13
P03564,32,14.7,0.46,1,7,0.29
P03565,30,7.6,0.48,5,3,0.39
P03566,21,3.2,0.35,0,3,0.15
P03567,35,11.0,0.98,6,11,0.34
P03568,6,13.4,0.53,9,11,0.15
P03569,49,2.1,0.89,1,6,0.24
P03570,62,11.2,0.87,9,7,0.11
P03571,89,15.0,0.89,3,4,0.38
P03572,66,7.5,0.88,1,1,0.32
P03573,18,6.9,0.31,7,1,0.22
P03574,34,12.8,0.4,6,9,0.25
P03575,69,11.0,0.98,2,10,0.18
P03576,17,6.5,0.52,5,4,0.09
P03577,72,11.7,0.91,10,15,0.21
P03578,9,14.9,0.37,10,4,0.3
P03579,21,6.7,0.33,9,1,0.28
P03580,33,13.3,0.86,0,6,0.18
P03581,31,3.1,0.89,6,9,0.34
P03582,23,4.6,0.34,8,15,0.34
P03583,34,13.8,0.42,3,10,0.36
P03584,60,14.5,0.96,10,13,0.1
P03585,22,14.7,0.93,7,12,0.19
P03586,43,11.4,0.9,10,14,0.31
P03587,33,5.5,0.35,10,6,0.09
P03588,30,5.1,0.48,10,6,0.05
P03589,89,3.5,0.9,1,5,0.07
P03590,60,10.8,0.95,10,8,0.24
P03591,68,6.4,0.92,8,12,0.22
P03592,27,9.8,0.56,5,12,0.2
P03593,26,4.0,0.3,3,5,0.33
P03594,23,13.7,0.9,10,4,0.08
P03595,33,4.5,0.62,1,11,0.07
P03596,24,9.6,0.9,7,14,0.1
P03597,24,10.1,0.96,2,10,0.07
P03598,61,5.7,0.85,3,0,0.34
P03599,65,6.2,0.98,4,9,0.17
P03600,37,6.1,0.31,0,11,0.33
P03601,51,12.3,0.89,1,3,0.27
P03602,35,11.1,0.9,2,3,0.17
P03603,36,8.1,0.44,10,1,0.06
P03604,40,9.0,0.46,0,4,0.36
P03605,27,2.3,0.35,9,9,0.34
P03606,40,7.7,0.41,7,10,0.3
P03607,13,6.8,0.65,4,1,0.33
P03608,5,8.5,0.37,1,6,0.19
P03609,13,2.1,0.5,9,0,0.33
P03610,35,6.8,0.46,0,7,0.18
P03611,78,11.3,0.9,0,11,0.35
P03612,40,12.1,0.38,7,11,0.22
P03613,33,12.0,0.6,2,15,0.26
P03614,36,11.2,0.96,9,14,0.22
P03615,15,4.3,0.45,7,4,0.15
P03616,29,9.3,0.56,2,1,0.12
P03617,20,2.6,0.4,8,11,0.28
P03618,58,7.6,0.98,2,12,0.1
P03619,24,13.9,0.64,8,15,0.38
P03620,42,4.7,0.96,1,14,0.21
P03621,32,8.9,0.97,5,9,0.35
P03622,32,8.3,0.52,7,11,0.21
P03623,35,5.9,0.52,0,5,0.11
P03624,31,10.3,0.33,0,8,0.08
P03625,39,14.9,0.68,6,1,0.25
P03626,40,4.9,0.43,6,3,0.08
P03627,23,3.7,0.43,3,5,0.32
P03628,9,7.5,0.58,9,4,0.24
P03629,22,12.9,0.69,7,2,0.18
P03630,27,13.6,0.58,9,5,0.25
P03631,25,14.7,0.64,9,1,0.37
P03632,39,10.8,0.92,0,14,0.12
P03633,81,8.5,0.86,7,0,0.22
P03634,13,6.8,0.36,10,0,0.22
P03635,67,3.4,0.96,5,9,0.23
P03636,79,10.2,0.98,5,6,0.11
P03637,19,12.6,0.59,3,10,0.21
P03638,21,13.5,0.94,0,1,0.15
P03639,28,14.0,0.95,4,5,0.16
P03640,60,9.0,0.92,1,6,0.27
P03641,24,9.9,0.98,7,6,0.24
P03642,20,6.5,0.58,7,14,0.23
P03643,9,12.3,0.38,5,4,0.39
P03644,25,9.2,0.97,8,3,0.28
P03645,27,10.9,0.63,9,0,0.12
P03646,8,2.4,0.61,6,9,0.18
P03647,37,10.1,0.66,9,12,0.39
P03648,42,11.9,0.92,7,6,0.26
P03649,79,7.3,0.94,6,5,0.21
P03650,11,3.4,0.39,8,6,0.34
P03651,28,10.0,0.58,8,9,0.31
P03652,62,10.3,0.96,4,11,0.18
P03653,80,11.5,0.87,1,10,0.1
P03654,8,11.3,0.51,10,15,0.27
P03655,65,8.9,0.93,10,4,0.21
P03656,32,7.9,0.42,5,11,0.12
P03657,21,6.8,0.92,9,14,0.08
P03658,38,4.3,0.67,9,11,0.39
P03659,39,5.7,0.41,3,3,0.31
P03660,17,8.8,0.52,3,1,0.21
P03661,37,9.0,0.54,10,3,0.15
P03662,40,13.7,0.32,0,13,0.17
P03663,13,7.5,0.66,0,10,0.16
P03664,20,10.4,0.95,4,8,0.17
P03665,82,12.7,0.92,2,9,0.22
P03666,45,9.3,0.89,2,10,0.31
P03667,32,7.7,0.94,4,3,0.32
P03668,31,8.5,0.48,6,0,0.29
P03669,34,11.3,0.42,9,10,0.2
P03670,15,13.7,0.46,10,3,0.2
P03671,29,2.7,0.93,7,14,0.22
P03672,30,6.9,0.56,4,15,0.3
P03673,46,3.9,0.92,2,15,0.36
P03674,34,9.6,0.53,5,8,0.29
P03675,27,9.8,0.3,6,1,0.35
P03676,22,14.9,0.96,9,15,0.15
P03677,61,8.2,0.98,4,1,0.35
P03678,77,11.7,0.87,5,6,0.34
P03679,5,4.8,0.41,8,5,0.2
P03680,80,5.9,0.95,9,6,0.13
P03681,82,14.8,0.85,2,0,0.23
P03682,72,6.3,0.93,5,14,0.14
P03683,19,11.7,0.52,8,8,0.4
P03684,33,11.7,0.96,9,15,0.34
P03685,44,14.8,0.88,6,8,0.4
P03686,30,12.3,0.51,2,9,0.16
P03687,30,12.2,0.49,3,8,0.33
P03688,20,6.0,0.66,4,15,0.18
P03689,49,10.9,0.97,4,12,0.1
P03690,36,13.5,0.53,6,0,0.34
P03691,21,10.3,0.69,0,13,0.23
P03692,43,14.9,0.89,1,14,0.3
P03693,6,3.7,0.63,10,10,0.31
P03694,52,11.9,0.97,2,10,0.19
P03695,6,11.4,0.45,5,11,0.08
P03696,59,5.1,0.88,3,3,0.36
P03697,21,9.5,0.5,8,14,0.21
P03698,21,14.8,0.57,9,10,0.16
P03699,26,6.5,0.37,0,14,0.17
P03700,42,6.9,0.96,3,6,0.19
P03701,21,12.5,0.67,9,12,0.39
P03702,30,9.9,0.42,5,14,0.32
P03703,24,3.6,0.92,7,8,0.19
P03704,31,9.0,0.88,8,5,0.29
P03705,14,14.8,0.38,5,13,0.28
P03706,87,8.7,0.91,5,1,0.37
P03707,25,9.5,0.94,9,1,0.3
P03708,6,11.8,0.31,0,15,0.19
P03709,31,10.6,0.45,2,11,0.25
P03710,64,9.8,0.85,2,4,0.15
P03711,18,8.3,0.37,7,6,0.09
P03712,79,9.6,0.87,2,8,0.08
P03713,17,4.0,0.55,5,9,0.13
P03714,13,2.4,0.56,10,1,0.06
P03715,12,4.6,0.52,9,8,0.17
P03716,20,3.6,0.7,4,10,0.13
P03717,17,4.5,0.52,9,7,0.14
P03718,15,8.6,0.53,1,12,0.07
P03719,31,2.5,0.64,0,12,0.07
P03720,8,11.3,0.44,10,11,0.19
P03721,14,7.6,0.57,7,6,0.19
P03722,24,11.6,0.31,2,1,0.3
P03723,39,6.7,0.95,2,1,0.21
P03724,9,11.5,0.4,8,1,0.16
P03725,22,7.3,0.31,10,2,0.26
P03726,39,11.9,0.58,9,13,0.14
P03727,17,2.5,0.39,0,15,0.33
P03728,21,14.3,0.48,9,3,0.19
P03729,35,6.5,0.95,3,9,0.09
P03730,14,3.6,0.63,9,0,0.07
P03731,34,3.7,0.95,5,10,0.18
P03732,17,2.8,0.48,10,11,0.1
P03733,29,8.2,0.51,2,0,0.26
P03734,19,5.2,0.44,7,3,0.28
P03735,32,3.7,0.48,5,9,0.06
P03736,25,8.3,0.31,7,14,0.2
P03737,13,4.4,0.54,9,4,0.14
P03738,26,2.9,0.41,1,0,0.14
P03739,17,11.6,0.69,3,15,0.07
P03740,36,4.7,0.97,2,3,0.11
P03741,74,4.5,0.87,8,11,0.38
P03742,6,6.7,0.31,9,1,0.07
P03743,29,12.3,0.5,8,8,0.21
P03744,71,12.5,0.94,10,4,0.14
P03745,7,10.3,0.38,7,8,0.33
P03746,90,6.3,0.87,1,0,0.26
P03747,39,5.3,0.36,8,0,0.07
P03748,20,3.8,0.58,10,7,0.1
P03749,21,4.6,0.56,2,14,0.2
P03750,55,14.4,0.91,0,13,0.31
P03751,40,8.9,0.68,8,8,0.36
P03752,23,11.3,0.53,1,12,0.07
P03753,23,2.7,0.5,2,13,0.25
P03754,16,10.0,0.69,3,12,0.35
P03755,36,3.5,0.65,7,1,0.21
P03756,78,14.2,0.9,1,10,0.09
P03757,28,13.1,0.36,7,11,0.37
P03758,15,9.3,0.44,10,10,0.21
P03759,45,14.5,0.89,6,2,0.09
P03760,31,13.8,0.98,4,10,0.08
P03761,15,11.7,0.52,5,14,0.1
P03762,51,9.0,0.87,4,8,0.12
P03763,44,5.1,0.94,4,8,0.28
P03764,18,5.1,0.36,0,2,0.17
P03765,32,12.5,0.93,8,3,0.29
P03766,31,5.9,0.37,2,15,0.15
P03767,68,13.4,0.92,0,8,0.2
P03768,8,2.7,0.53,0,12,0.37
P03769,39,7.4,0.67,1,15,0.38
P03770,42,5.7,0.89,0,15,0.11
P03771,67,11.8,0.94,3,2,0.19
P03772,39,10.9,0.64,2,14,0.1
P03773,11,3.3,0.57,4,8,0.38
P03774,33,2.7,0.49,5,0,0.19
P03775,24,14.1,0.33,8,4,0.33
P03776,8,7.5,0.39,6,1,0.21
P03777,20,11.3,0.37,3,13,0.07
P03778,62,9.5,0.9,0,13,0.26
P03779,22,3.2,0.62,5,0,0.36
P03780,27,3.3,0.69,5,1,0.08
P03781,70,14.2,0.91,3,13,0.14
P03782,13,6.4,0.35,6,12,0.4
P03783,65,14.0,0.89,1,12,0.14
P03784,33,4.3,0.35,7,10,0.19
P03785,16,7.0,0.59,0,13,0.07
P03786,52,13.4,0.93,7,15,0.15
P03787,30,10.6,0.87,7,1,0.25
P03788,15,3.8,0.34,3,10,0.06
P03789,8,14.2,0.6,3,14,0.39
P03790,55,6.6,0.97,10,4,0.06
P03791,25,4.8,0.47,5,7,0.19
P03792,29,9.8,0.35,10,4,0.17
P03793,28,3.3,0.46,7,13,0.34
P03794,45,10.0,0.94,8,11,0.26
P03795,31,13.9,0.69,10,6,0.13
